height,sex,handlength,thumblength,gubics
170.18,0,18.5,6.3825,2.872125
167.64,0,17.3,5.9685,2.685825
165.1,0,18.3,6.3135,2.841075
165.1,0,17.1,5.8995,2.654775
162.56,0,17.3,5.9685,2.685825
152.4,0,17.5,6.0375,2.716875
162.56,0,16.5,5.6925,2.561625
167.64,0,18.7,6.4515,2.903175
162.56,0,18,6.21,2.7945
149.86,0,15.7,5.4165,2.437425
162.56,0,18.5,6.3825,2.872125
160.02,0,17.4,6.003,2.70135
170.18,0,18.4,6.348,2.8566
157.48,0,16.9,5.8305,2.623725
162.56,0,18.6,6.417,2.88765
167.64,0,17.9,6.1755,2.778975
160.02,0,16.6,5.727,2.57715
160.02,0,18.1,6.2445,2.810025
162.56,0,17.4,6.003,2.70135
175.26,0,17.5,6.0375,2.716875
157.48,0,17.4,6.003,2.70135
157.48,0,17.9,6.1755,2.778975
162.56,0,18.3,6.3135,2.841075
175.26,0,20.1,6.9345,3.120525
170.18,0,20.6,7.107,3.19815
177.8,0,19.9,6.8655,3.089475
157.48,0,18,6.21,2.7945
170.18,0,18.4,6.348,2.8566
167.64,0,17.5,6.0375,2.716875
157.48,0,18.4,6.348,2.8566
167.64,0,17.8,6.141,2.76345
157.48,0,16.6,5.727,2.57715
157.48,0,17.5,6.0375,2.716875
162.56,0,17.8,6.141,2.76345
160.02,0,16.4,5.658,2.5461
157.48,0,16.7,5.7615,2.592675
160.02,0,17.1,5.8995,2.654775
167.64,0,17.1,5.8995,2.654775
162.56,0,18.4,6.348,2.8566
167.64,0,18.4,6.348,2.8566
162.56,0,17.8,6.141,2.76345
149.86,0,16.4,5.658,2.5461
172.72,0,19.3,6.6585,2.996325
172.72,0,18.1,6.2445,2.810025
149.86,0,16.9,5.8305,2.623725
157.48,0,16.4,5.658,2.5461
175.26,0,18.7,6.4515,2.903175
167.64,0,19.1,6.5895,2.965275
165.1,0,17.6,6.072,2.7324
162.56,0,18.4,6.348,2.8566
162.56,0,18.4,6.348,2.8566
157.48,0,18.5,6.3825,2.872125
167.64,0,18.7,6.4515,2.903175
157.48,0,17,5.865,2.63925
172.72,0,18.7,6.4515,2.903175
157.48,0,16.5,5.6925,2.561625
160.02,0,17.8,6.141,2.76345
180.34,0,20.1,6.9345,3.120525
160.02,0,17.4,6.003,2.70135
162.56,0,17.7,6.1065,2.747925
157.48,0,17.6,6.072,2.7324
157.48,0,17,5.865,2.63925
149.86,0,17.8,6.141,2.76345
167.64,0,17.7,6.1065,2.747925
162.56,0,17.6,6.072,2.7324
167.64,0,18.8,6.486,2.9187
157.48,0,17.8,6.141,2.76345
162.56,0,17.6,6.072,2.7324
154.94,0,16.5,5.6925,2.561625
167.64,0,18,6.21,2.7945
160.02,0,17.4,6.003,2.70135
170.18,0,19.4,6.693,3.01185
167.64,0,17.1,5.8995,2.654775
175.26,0,20.1,6.9345,3.120525
172.72,0,18.7,6.4515,2.903175
182.88,0,19.4,6.693,3.01185
167.64,0,17.5,6.0375,2.716875
160.02,0,16.5,5.6925,2.561625
162.56,0,17.6,6.072,2.7324
165.1,0,17.1,5.8995,2.654775
157.48,0,16.6,5.727,2.57715
165.1,0,20,6.9,3.105
165.1,0,17.9,6.1755,2.778975
162.56,0,18.2,6.279,2.82555
162.56,0,18.3,6.3135,2.841075
175.26,0,19,6.555,2.94975
160.02,0,18.3,6.3135,2.841075
160.02,0,17.4,6.003,2.70135
157.48,0,17.2,5.934,2.6703
160.02,0,17.7,6.1065,2.747925
162.56,0,17.5,6.0375,2.716875
162.56,0,17.1,5.8995,2.654775
165.1,0,18.8,6.486,2.9187
172.72,0,18,6.21,2.7945
167.64,0,18,6.21,2.7945
167.64,0,17.6,6.072,2.7324
162.56,0,18,6.21,2.7945
152.4,0,17.3,5.9685,2.685825
170.18,0,17.5,6.0375,2.716875
167.64,0,18.2,6.279,2.82555
165.1,0,16.6,5.727,2.57715
177.8,0,18.4,6.348,2.8566
160.02,0,17.4,6.003,2.70135
157.48,0,16.7,5.7615,2.592675
180.34,0,19.4,6.693,3.01185
172.72,0,19.5,6.7275,3.027375
167.64,0,17.5,6.0375,2.716875
162.56,0,17.1,5.8995,2.654775
167.64,0,18.4,6.348,2.8566
165.1,0,17.6,6.072,2.7324
167.64,0,18,6.21,2.7945
177.8,0,18.8,6.486,2.9187
170.18,0,18.2,6.279,2.82555
160.02,0,17.5,6.0375,2.716875
162.56,0,16.8,5.796,2.6082
157.48,0,17,5.865,2.63925
160.02,0,17,5.865,2.63925
170.18,0,18,6.21,2.7945
160.02,0,17,5.865,2.63925
172.72,0,18.3,6.3135,2.841075
165.1,0,17.7,6.1065,2.747925
157.48,0,17.7,6.1065,2.747925
160.02,0,17.7,6.1065,2.747925
167.64,0,19.5,6.7275,3.027375
165.1,0,18.3,6.3135,2.841075
170.18,0,18.9,6.5205,2.934225
167.64,0,17.6,6.072,2.7324
170.18,0,19.2,6.624,2.9808
160.02,0,17.5,6.0375,2.716875
167.64,0,18.7,6.4515,2.903175
157.48,0,17.6,6.072,2.7324
165.1,0,17.5,6.0375,2.716875
167.64,0,17,5.865,2.63925
149.86,0,17.1,5.8995,2.654775
162.56,0,16.7,5.7615,2.592675
167.64,0,17.7,6.1065,2.747925
162.56,0,18,6.21,2.7945
172.72,0,18.6,6.417,2.88765
175.26,0,18.7,6.4515,2.903175
177.8,0,18.5,6.3825,2.872125
172.72,0,19,6.555,2.94975
167.64,0,18.2,6.279,2.82555
157.48,0,17.5,6.0375,2.716875
162.56,0,18.2,6.279,2.82555
167.64,0,17.7,6.1065,2.747925
167.64,0,17.9,6.1755,2.778975
180.34,0,19.8,6.831,3.07395
160.02,0,17.5,6.0375,2.716875
175.26,0,19.7,6.7965,3.058425
154.94,0,17.4,6.003,2.70135
165.1,0,17.8,6.141,2.76345
154.94,0,16.5,5.6925,2.561625
157.48,0,17.8,6.141,2.76345
157.48,0,18.1,6.2445,2.810025
172.72,0,19,6.555,2.94975
165.1,0,17.2,5.934,2.6703
162.56,0,18,6.21,2.7945
175.26,0,18.8,6.486,2.9187
162.56,0,17.2,5.934,2.6703
175.26,0,20,6.9,3.105
157.48,0,16.6,5.727,2.57715
167.64,0,17.9,6.1755,2.778975
162.56,0,18.5,6.3825,2.872125
165.1,0,18.5,6.3825,2.872125
162.56,0,17.9,6.1755,2.778975
165.1,0,18.7,6.4515,2.903175
162.56,0,18.4,6.348,2.8566
167.64,0,18.5,6.3825,2.872125
162.56,0,17.2,5.934,2.6703
170.18,0,18.2,6.279,2.82555
162.56,0,16.6,5.727,2.57715
157.48,0,16.7,5.7615,2.592675
165.1,0,17.7,6.1065,2.747925
175.26,0,19.1,6.5895,2.965275
154.94,0,16.7,5.7615,2.592675
170.18,0,18.2,6.279,2.82555
157.48,0,16.6,5.727,2.57715
165.1,0,17.9,6.1755,2.778975
175.26,0,18.2,6.279,2.82555
162.56,0,17.8,6.141,2.76345
162.56,0,17.4,6.003,2.70135
175.26,0,18.7,6.4515,2.903175
175.26,0,18.2,6.279,2.82555
175.26,0,18.4,6.348,2.8566
170.18,0,17.9,6.1755,2.778975
170.18,0,19.4,6.693,3.01185
170.18,0,18.4,6.348,2.8566
185.42,0,20,6.9,3.105
167.64,0,18.5,6.3825,2.872125
175.26,0,19,6.555,2.94975
162.56,0,18.3,6.3135,2.841075
149.86,0,17.1,5.8995,2.654775
160.02,0,18.1,6.2445,2.810025
177.8,0,18.6,6.417,2.88765
157.48,0,18.4,6.348,2.8566
180.34,0,18.9,6.5205,2.934225
167.64,0,17.9,6.1755,2.778975
160.02,0,19.4,6.693,3.01185
175.26,0,21.3,7.3485,3.306825
167.64,0,19.3,6.6585,2.996325
165.1,0,19.2,6.624,2.9808
172.72,0,20,6.9,3.105
157.48,0,17.9,6.1755,2.778975
167.64,0,18.3,6.3135,2.841075
160.02,0,18.5,6.3825,2.872125
160.02,0,17.3,5.9685,2.685825
167.64,0,19,6.555,2.94975
157.48,0,17.8,6.141,2.76345
165.1,0,18.1,6.2445,2.810025
190.5,0,18.8,6.486,2.9187
167.64,0,18.6,6.417,2.88765
157.48,0,18.6,6.417,2.88765
170.18,0,19.7,6.7965,3.058425
152.4,0,16.5,5.6925,2.561625
165.1,0,20.2,6.969,3.13605
165.1,0,19.4,6.693,3.01185
175.26,0,20.5,7.0725,3.182625
167.64,0,19.7,6.7965,3.058425
152.4,0,16.7,5.7615,2.592675
170.18,0,19.7,6.7965,3.058425
162.56,0,18.1,6.2445,2.810025
160.02,0,18,6.21,2.7945
175.26,0,20.3,7.0035,3.151575
160.02,0,17.6,6.072,2.7324
167.64,0,18.3,6.3135,2.841075
170.18,0,19.7,6.7965,3.058425
172.72,0,19.4,6.693,3.01185
167.64,0,19,6.555,2.94975
160.02,0,18.6,6.417,2.88765
157.48,0,18.4,6.348,2.8566
167.64,0,18.5,6.3825,2.872125
154.94,0,17.6,6.072,2.7324
167.64,0,19.6,6.762,3.0429
177.8,0,19.4,6.693,3.01185
162.56,0,17.8,6.141,2.76345
162.56,0,19.6,6.762,3.0429
172.72,0,18.1,6.2445,2.810025
167.64,0,18.6,6.417,2.88765
162.56,0,17.6,6.072,2.7324
175.26,0,17.9,6.1755,2.778975
167.64,0,18.3,6.3135,2.841075
167.64,0,18.3,6.3135,2.841075
175.26,0,18.3,6.3135,2.841075
172.72,0,19.1,6.5895,2.965275
170.18,0,19.7,6.7965,3.058425
157.48,0,17.6,6.072,2.7324
162.56,0,18.2,6.279,2.82555
157.48,0,17.1,5.8995,2.654775
154.94,0,17.6,6.072,2.7324
160.02,0,17,5.865,2.63925
165.1,0,18.3,6.3135,2.841075
167.64,0,18.1,6.2445,2.810025
167.64,0,18.1,6.2445,2.810025
175.26,0,20.6,7.107,3.19815
177.8,0,19.3,6.6585,2.996325
160.02,0,18.3,6.3135,2.841075
162.56,0,17.4,6.003,2.70135
162.56,0,18.9,6.5205,2.934225
152.4,0,17.2,5.934,2.6703
152.4,0,16.7,5.7615,2.592675
157.48,0,18.7,6.4515,2.903175
170.18,0,19.6,6.762,3.0429
160.02,0,17.9,6.1755,2.778975
160.02,0,17.9,6.1755,2.778975
175.26,0,19.2,6.624,2.9808
167.64,0,17.2,5.934,2.6703
175.26,0,19.5,6.7275,3.027375
162.56,0,17.1,5.8995,2.654775
165.1,0,17.3,5.9685,2.685825
167.64,0,18.3,6.3135,2.841075
175.26,0,18.2,6.279,2.82555
160.02,0,17.5,6.0375,2.716875
162.56,0,17.6,6.072,2.7324
157.48,0,15.8,5.451,2.45295
165.1,0,17.7,6.1065,2.747925
165.1,0,18.8,6.486,2.9187
172.72,0,19.2,6.624,2.9808
172.72,0,18.9,6.5205,2.934225
162.56,0,17.4,6.003,2.70135
170.18,0,19.7,6.7965,3.058425
165.1,0,18.3,6.3135,2.841075
167.64,0,18.3,6.3135,2.841075
162.56,0,17.8,6.141,2.76345
170.18,0,18.2,6.279,2.82555
162.56,0,17.3,5.9685,2.685825
162.56,0,17,5.865,2.63925
167.64,0,19.5,6.7275,3.027375
175.26,0,20.4,7.038,3.1671
162.56,0,17.4,6.003,2.70135
160.02,0,18,6.21,2.7945
157.48,0,17.4,6.003,2.70135
157.48,0,16.6,5.727,2.57715
157.48,0,16.5,5.6925,2.561625
175.26,0,18.6,6.417,2.88765
157.48,0,16,5.52,2.484
167.64,0,18.6,6.417,2.88765
160.02,0,17.7,6.1065,2.747925
167.64,0,18.1,6.2445,2.810025
152.4,0,18,6.21,2.7945
160.02,0,18.3,6.3135,2.841075
172.72,0,17.5,6.0375,2.716875
170.18,0,17.7,6.1065,2.747925
162.56,0,18.2,6.279,2.82555
167.64,0,18.5,6.3825,2.872125
167.64,0,18.7,6.4515,2.903175
149.86,0,16.8,5.796,2.6082
172.72,0,19.7,6.7965,3.058425
154.94,0,16.9,5.8305,2.623725
167.64,0,18.3,6.3135,2.841075
157.48,0,17.9,6.1755,2.778975
165.1,0,19.8,6.831,3.07395
160.02,0,19.2,6.624,2.9808
157.48,0,17.9,6.1755,2.778975
167.64,0,18.5,6.3825,2.872125
165.1,0,17.8,6.141,2.76345
167.64,0,19.1,6.5895,2.965275
167.64,0,18,6.21,2.7945
165.1,0,19.7,6.7965,3.058425
154.94,0,17.8,6.141,2.76345
175.26,0,18.2,6.279,2.82555
160.02,0,18.8,6.486,2.9187
157.48,0,17,5.865,2.63925
167.64,0,17.6,6.072,2.7324
154.94,0,17.9,6.1755,2.778975
154.94,0,17.2,5.934,2.6703
154.94,0,17.9,6.1755,2.778975
162.56,0,16.7,5.7615,2.592675
167.64,0,17.5,6.0375,2.716875
160.02,0,17.7,6.1065,2.747925
167.64,0,19.6,6.762,3.0429
167.64,0,17.9,6.1755,2.778975
160.02,0,15.6,5.382,2.4219
167.64,0,18.6,6.417,2.88765
157.48,0,17.7,6.1065,2.747925
157.48,0,16.4,5.658,2.5461
160.02,0,18.2,6.279,2.82555
160.02,0,18.4,6.348,2.8566
172.72,0,17.9,6.1755,2.778975
162.56,0,17.5,6.0375,2.716875
157.48,0,17.4,6.003,2.70135
167.64,0,18.9,6.5205,2.934225
160.02,0,17.9,6.1755,2.778975
162.56,0,17.5,6.0375,2.716875
149.86,0,17.5,6.0375,2.716875
175.26,0,18.9,6.5205,2.934225
152.4,0,16.9,5.8305,2.623725
175.26,0,18.9,6.5205,2.934225
170.18,0,19.3,6.6585,2.996325
162.56,0,18,6.21,2.7945
167.64,0,19.2,6.624,2.9808
157.48,0,17.7,6.1065,2.747925
165.1,0,17.5,6.0375,2.716875
144.78,0,18.4,6.348,2.8566
165.1,0,17.6,6.072,2.7324
160.02,0,18.7,6.4515,2.903175
152.4,0,16.6,5.727,2.57715
157.48,0,18.7,6.4515,2.903175
160.02,0,18.8,6.486,2.9187
170.18,0,18.4,6.348,2.8566
167.64,0,19.2,6.624,2.9808
157.48,0,19.3,6.6585,2.996325
154.94,0,16.9,5.8305,2.623725
152.4,0,17,5.865,2.63925
165.1,0,18.8,6.486,2.9187
157.48,0,17.1,5.8995,2.654775
152.4,0,17.4,6.003,2.70135
172.72,0,18.8,6.486,2.9187
162.56,0,17.6,6.072,2.7324
185.42,0,18.8,6.486,2.9187
162.56,0,17.3,5.9685,2.685825
182.88,0,20.9,7.2105,3.244725
167.64,0,17.4,6.003,2.70135
162.56,0,18.8,6.486,2.9187
170.18,0,18.5,6.3825,2.872125
180.34,0,21,7.245,3.26025
154.94,0,18.1,6.2445,2.810025
152.4,0,17.5,6.0375,2.716875
160.02,0,19.9,6.8655,3.089475
172.72,0,18.7,6.4515,2.903175
182.88,0,19.4,6.693,3.01185
167.64,0,18.9,6.5205,2.934225
157.48,0,17.8,6.141,2.76345
154.94,0,16.4,5.658,2.5461
165.1,0,17.4,6.003,2.70135
167.64,0,19.3,6.6585,2.996325
157.48,0,17,5.865,2.63925
160.02,0,16.1,5.5545,2.499525
160.02,0,18.3,6.3135,2.841075
149.86,0,16.4,5.658,2.5461
162.56,0,18.8,6.486,2.9187
144.78,0,15.6,5.382,2.4219
160.02,0,16.2,5.589,2.51505
170.18,0,17.6,6.072,2.7324
175.26,0,19.1,6.5895,2.965275
165.1,0,17.3,5.9685,2.685825
162.56,0,19,6.555,2.94975
165.1,0,19,6.555,2.94975
172.72,0,19.3,6.6585,2.996325
160.02,0,18,6.21,2.7945
175.26,0,19.8,6.831,3.07395
167.64,0,19.3,6.6585,2.996325
170.18,0,18,6.21,2.7945
165.1,0,17.4,6.003,2.70135
165.1,0,18.5,6.3825,2.872125
165.1,0,16.5,5.6925,2.561625
167.64,0,19,6.555,2.94975
170.18,0,18.7,6.4515,2.903175
165.1,0,17.8,6.141,2.76345
170.18,0,19.5,6.7275,3.027375
167.64,0,19,6.555,2.94975
170.18,0,18,6.21,2.7945
152.4,0,17,5.865,2.63925
167.64,0,18,6.21,2.7945
167.64,0,18.6,6.417,2.88765
162.56,0,17.6,6.072,2.7324
154.94,0,17.8,6.141,2.76345
160.02,0,17.2,5.934,2.6703
165.1,0,18.1,6.2445,2.810025
152.4,0,15.5,5.3475,2.406375
177.8,0,20.7,7.1415,3.213675
154.94,0,17.6,6.072,2.7324
170.18,0,18.5,6.3825,2.872125
160.02,0,17.9,6.1755,2.778975
160.02,0,19.4,6.693,3.01185
172.72,0,18.7,6.4515,2.903175
170.18,0,18.6,6.417,2.88765
160.02,0,18,6.21,2.7945
165.1,0,19.2,6.624,2.9808
154.94,0,16.3,5.6235,2.530575
167.64,0,19.7,6.7965,3.058425
167.64,0,17.6,6.072,2.7324
162.56,0,17.7,6.1065,2.747925
157.48,0,17.2,5.934,2.6703
157.48,0,17.5,6.0375,2.716875
162.56,0,19.4,6.693,3.01185
162.56,0,19.7,6.7965,3.058425
162.56,0,17.7,6.1065,2.747925
157.48,0,19.2,6.624,2.9808
167.64,0,18.1,6.2445,2.810025
170.18,0,18.7,6.4515,2.903175
165.1,0,19.2,6.624,2.9808
152.4,0,17.2,5.934,2.6703
165.1,0,18.3,6.3135,2.841075
167.64,0,18.5,6.3825,2.872125
157.48,0,17.7,6.1065,2.747925
165.1,0,19.9,6.8655,3.089475
160.02,0,16.4,5.658,2.5461
160.02,0,17.4,6.003,2.70135
165.1,0,17.5,6.0375,2.716875
175.26,0,18.7,6.4515,2.903175
160.02,0,17.6,6.072,2.7324
162.56,0,18.3,6.3135,2.841075
167.64,0,16.7,5.7615,2.592675
162.56,0,17.6,6.072,2.7324
157.48,0,18.8,6.486,2.9187
147.32,0,17.4,6.003,2.70135
170.18,0,19.5,6.7275,3.027375
170.18,0,19.1,6.5895,2.965275
157.48,0,18.2,6.279,2.82555
152.4,0,16.7,5.7615,2.592675
154.94,0,18.8,6.486,2.9187
172.72,0,20.2,6.969,3.13605
157.48,0,16.8,5.796,2.6082
162.56,0,19,6.555,2.94975
165.1,0,16.7,5.7615,2.592675
157.48,0,18.5,6.3825,2.872125
170.18,0,18.7,6.4515,2.903175
157.48,0,17.9,6.1755,2.778975
162.56,0,18.4,6.348,2.8566
172.72,0,17.9,6.1755,2.778975
162.56,0,19.6,6.762,3.0429
170.18,0,19.5,6.7275,3.027375
157.48,0,17.3,5.9685,2.685825
154.94,0,16.8,5.796,2.6082
167.64,0,18.4,6.348,2.8566
152.4,0,17,5.865,2.63925
167.64,0,18,6.21,2.7945
152.4,0,16.4,5.658,2.5461
167.64,0,18.7,6.4515,2.903175
167.64,0,19.6,6.762,3.0429
144.78,0,16.4,5.658,2.5461
162.56,0,18.8,6.486,2.9187
172.72,0,18,6.21,2.7945
175.26,0,19,6.555,2.94975
177.8,0,18.7,6.4515,2.903175
167.64,0,19.2,6.624,2.9808
162.56,0,18.6,6.417,2.88765
162.56,0,17.5,6.0375,2.716875
162.56,0,19.3,6.6585,2.996325
160.02,0,17.8,6.141,2.76345
165.1,0,17.5,6.0375,2.716875
170.18,0,18.3,6.3135,2.841075
165.1,0,19.3,6.6585,2.996325
172.72,0,18.6,6.417,2.88765
167.64,0,19.7,6.7965,3.058425
160.02,0,17.9,6.1755,2.778975
165.1,0,17.6,6.072,2.7324
172.72,0,17.5,6.0375,2.716875
167.64,0,17.9,6.1755,2.778975
162.56,0,18.6,6.417,2.88765
160.02,0,17.1,5.8995,2.654775
167.64,0,17.1,5.8995,2.654775
160.02,0,18.6,6.417,2.88765
167.64,0,18.4,6.348,2.8566
165.1,0,19.4,6.693,3.01185
160.02,0,18.4,6.348,2.8566
160.02,0,16.7,5.7615,2.592675
165.1,0,18.8,6.486,2.9187
172.72,0,19.2,6.624,2.9808
149.86,0,17.6,6.072,2.7324
167.64,0,17.8,6.141,2.76345
165.1,0,18.9,6.5205,2.934225
170.18,0,20.5,7.0725,3.182625
170.18,0,19,6.555,2.94975
162.56,0,19.2,6.624,2.9808
157.48,0,18.1,6.2445,2.810025
167.64,0,17.8,6.141,2.76345
167.64,0,18.2,6.279,2.82555
177.8,0,19.2,6.624,2.9808
170.18,0,18.5,6.3825,2.872125
162.56,0,17.5,6.0375,2.716875
160.02,0,18.4,6.348,2.8566
160.02,0,17.4,6.003,2.70135
172.72,0,18.6,6.417,2.88765
160.02,0,17.8,6.141,2.76345
167.64,0,19.1,6.5895,2.965275
157.48,0,18.4,6.348,2.8566
162.56,0,17.5,6.0375,2.716875
157.48,0,17.7,6.1065,2.747925
167.64,0,18.2,6.279,2.82555
160.02,0,17.6,6.072,2.7324
165.1,0,19.3,6.6585,2.996325
144.78,0,17,5.865,2.63925
167.64,0,18.3,6.3135,2.841075
172.72,0,19.1,6.5895,2.965275
167.64,0,18,6.21,2.7945
160.02,0,16.7,5.7615,2.592675
160.02,0,17.5,6.0375,2.716875
165.1,0,17.8,6.141,2.76345
160.02,0,18.2,6.279,2.82555
157.48,0,16.9,5.8305,2.623725
170.18,0,19.1,6.5895,2.965275
172.72,0,19.6,6.762,3.0429
170.18,0,20.4,7.038,3.1671
165.1,0,19.2,6.624,2.9808
160.02,0,16.8,5.796,2.6082
172.72,0,18.4,6.348,2.8566
172.72,0,17.8,6.141,2.76345
160.02,0,18.4,6.348,2.8566
167.64,0,18.5,6.3825,2.872125
162.56,0,17.7,6.1065,2.747925
162.56,0,18.4,6.348,2.8566
170.18,0,19,6.555,2.94975
172.72,0,18.7,6.4515,2.903175
160.02,0,17.4,6.003,2.70135
165.1,0,17,5.865,2.63925
177.8,0,19.5,6.7275,3.027375
154.94,0,16.5,5.6925,2.561625
152.4,0,17.5,6.0375,2.716875
160.02,0,17,5.865,2.63925
160.02,0,18.2,6.279,2.82555
157.48,0,16.7,5.7615,2.592675
160.02,0,17,5.865,2.63925
160.02,0,18.1,6.2445,2.810025
162.56,0,17.4,6.003,2.70135
160.02,0,17.4,6.003,2.70135
167.64,0,19.4,6.693,3.01185
172.72,0,17.2,5.934,2.6703
162.56,0,18.3,6.3135,2.841075
165.1,0,19.2,6.624,2.9808
160.02,0,17.4,6.003,2.70135
165.1,0,18.8,6.486,2.9187
170.18,0,19.2,6.624,2.9808
170.18,0,18.8,6.486,2.9187
162.56,0,17.7,6.1065,2.747925
167.64,0,19.1,6.5895,2.965275
167.64,0,17.1,5.8995,2.654775
157.48,0,16.5,5.6925,2.561625
162.56,0,15.8,5.451,2.45295
157.48,0,18,6.21,2.7945
170.18,0,18.4,6.348,2.8566
142.24,0,15.6,5.382,2.4219
175.26,0,18.6,6.417,2.88765
162.56,0,16.8,5.796,2.6082
165.1,0,17.8,6.141,2.76345
167.64,0,17.7,6.1065,2.747925
154.94,0,16.1,5.5545,2.499525
152.4,0,17.2,5.934,2.6703
162.56,0,17.4,6.003,2.70135
170.18,0,17.2,5.934,2.6703
175.26,0,18.8,6.486,2.9187
162.56,0,18,6.21,2.7945
142.24,0,14.5,5.0025,2.251125
160.02,0,17.7,6.1065,2.747925
172.72,0,19.4,6.693,3.01185
172.72,0,20.3,7.0035,3.151575
162.56,0,16.5,5.6925,2.561625
167.64,0,18.3,6.3135,2.841075
157.48,0,18,6.21,2.7945
180.34,0,18.1,6.2445,2.810025
170.18,0,18.6,6.417,2.88765
167.64,0,17.3,5.9685,2.685825
160.02,0,17.5,6.0375,2.716875
152.4,0,16.1,5.5545,2.499525
170.18,0,18.8,6.486,2.9187
167.64,0,19.5,6.7275,3.027375
167.64,0,19,6.555,2.94975
165.1,0,18.5,6.3825,2.872125
162.56,0,17.7,6.1065,2.747925
203.2,0,19.9,6.8655,3.089475
154.94,0,16.3,5.6235,2.530575
162.56,0,17.4,6.003,2.70135
162.56,0,17,5.865,2.63925
157.48,0,16,5.52,2.484
165.1,0,18,6.21,2.7945
162.56,0,16.7,5.7615,2.592675
149.86,0,16.1,5.5545,2.499525
175.26,0,19.2,6.624,2.9808
162.56,0,17,5.865,2.63925
162.56,0,17.5,6.0375,2.716875
170.18,0,18,6.21,2.7945
165.1,0,18,6.21,2.7945
160.02,0,15.9,5.4855,2.468475
160.02,0,17.3,5.9685,2.685825
160.02,0,18.1,6.2445,2.810025
157.48,0,15.8,5.451,2.45295
152.4,0,16.8,5.796,2.6082
160.02,0,16.4,5.658,2.5461
165.1,0,18.7,6.4515,2.903175
167.64,0,19.6,6.762,3.0429
154.94,0,17.7,6.1065,2.747925
167.64,0,18.5,6.3825,2.872125
154.94,0,17.4,6.003,2.70135
167.64,0,17.2,5.934,2.6703
172.72,0,18,6.21,2.7945
157.48,0,18.1,6.2445,2.810025
162.56,0,17.7,6.1065,2.747925
167.64,0,18.4,6.348,2.8566
160.02,0,17.5,6.0375,2.716875
152.4,0,17.6,6.072,2.7324
165.1,0,16.7,5.7615,2.592675
157.48,0,17.8,6.141,2.76345
162.56,0,17.4,6.003,2.70135
157.48,0,17.9,6.1755,2.778975
177.8,0,18.7,6.4515,2.903175
162.56,0,19.1,6.5895,2.965275
157.48,0,18.3,6.3135,2.841075
160.02,0,17.3,5.9685,2.685825
157.48,0,17.4,6.003,2.70135
172.72,0,18.2,6.279,2.82555
170.18,0,18.1,6.2445,2.810025
170.18,0,19.2,6.624,2.9808
160.02,0,18.4,6.348,2.8566
162.56,0,17.6,6.072,2.7324
170.18,0,19.5,6.7275,3.027375
170.18,0,17.5,6.0375,2.716875
165.1,0,17.6,6.072,2.7324
167.64,0,18.8,6.486,2.9187
170.18,0,20.2,6.969,3.13605
162.56,0,17.2,5.934,2.6703
172.72,0,18.5,6.3825,2.872125
162.56,0,19.5,6.7275,3.027375
160.02,0,18.3,6.3135,2.841075
160.02,0,17.3,5.9685,2.685825
167.64,0,18.5,6.3825,2.872125
165.1,0,18.3,6.3135,2.841075
172.72,0,19.3,6.6585,2.996325
162.56,0,18.1,6.2445,2.810025
172.72,0,20,6.9,3.105
162.56,0,17.6,6.072,2.7324
157.48,0,17.1,5.8995,2.654775
154.94,0,17.1,5.8995,2.654775
165.1,0,18.6,6.417,2.88765
175.26,0,19.9,6.8655,3.089475
172.72,0,18.9,6.5205,2.934225
170.18,0,18.2,6.279,2.82555
177.8,0,20.7,7.1415,3.213675
165.1,0,18,6.21,2.7945
157.48,0,17.1,5.8995,2.654775
165.1,0,18.7,6.4515,2.903175
154.94,0,17.8,6.141,2.76345
162.56,0,20,6.9,3.105
165.1,0,17.1,5.8995,2.654775
162.56,0,18.1,6.2445,2.810025
162.56,0,18.9,6.5205,2.934225
165.1,0,17.6,6.072,2.7324
162.56,0,18.8,6.486,2.9187
160.02,0,18.2,6.279,2.82555
170.18,0,18.8,6.486,2.9187
172.72,0,20,6.9,3.105
154.94,0,17.1,5.8995,2.654775
160.02,0,18,6.21,2.7945
149.86,0,17.3,5.9685,2.685825
162.56,0,17.9,6.1755,2.778975
162.56,0,18.1,6.2445,2.810025
165.1,0,18.5,6.3825,2.872125
170.18,0,19.3,6.6585,2.996325
167.64,0,17.6,6.072,2.7324
160.02,0,18.9,6.5205,2.934225
160.02,0,17.7,6.1065,2.747925
162.56,0,17.2,5.934,2.6703
165.1,0,17.6,6.072,2.7324
167.64,0,18,6.21,2.7945
157.48,0,19.1,6.5895,2.965275
165.1,0,19.6,6.762,3.0429
160.02,0,19.3,6.6585,2.996325
162.56,0,18.2,6.279,2.82555
162.56,0,18.5,6.3825,2.872125
170.18,0,20.4,7.038,3.1671
162.56,0,18.2,6.279,2.82555
154.94,0,17.3,5.9685,2.685825
167.64,0,18.6,6.417,2.88765
170.18,0,19.7,6.7965,3.058425
154.94,0,18,6.21,2.7945
157.48,0,18.5,6.3825,2.872125
167.64,0,18.7,6.4515,2.903175
160.02,0,18.3,6.3135,2.841075
162.56,0,17.8,6.141,2.76345
170.18,0,18.8,6.486,2.9187
167.64,0,17.2,5.934,2.6703
162.56,0,18.4,6.348,2.8566
167.64,0,18.4,6.348,2.8566
162.56,0,18,6.21,2.7945
170.18,0,18.3,6.3135,2.841075
160.02,0,17.2,5.934,2.6703
170.18,0,18,6.21,2.7945
